id,text,genre
39," room to finish the job and fires one last bullet into Hatchet, who is lying on the chair side of his desk. It is then revealed that Barry is sitting in his chair behind the door. The Scourer can't see Barry and Barry can't see Gary's face. Barry throws the hatchet that is sitting next to him in a butcher's block. It hits Gary in the back. Gary spins round firing wildly and lodges a bullet in Barry's stomach. It is then clear to them both that this has all been a terrible mistake. BARRY GARY What are you doing here? Then both collapse into dead lumps on the floor. EXT. HATCHET HARRY'S OFFICE ED'S CAR DAY EDDY You and me, Tom. TOM What do you mean, me? They stand outside Hatchet's door and are just about to ring it when Tom notices it's open. INT. HATCHET HARRY'S OFFICE DAY EDDY Oh Jesus, not again. The two pause while they build their confidence. They enter Hatchet Harry's room. It's still smoky. There on the table is the money. TOM That's it, I am off. Ed tiptoes over to the bag conta",thriller
41,"ot. JUNIOR I am. I'm an idiot's son. An idiot's grandson. I'm third generation idiot. But for once in my life I had a good idea, and I'm not giving up so easy. You are? Are you actually telling me that for the first time in your life you're gonna throw your cards on the table and go home early? I can't believe my eyes. Burnham hesitates Fourteen million dollars upstairs, Burnham. You'll be out of the hole. Baby, you'll be so far out of the hole you could draw bricks every night for the next twenty years and still shit green. Burnham sways Come on, Buddy. One more hand. CUT TO INT. MASTER BEDROOM NIGHT Meg sits up in bed. She's bleary, her head feels like someone rested a manhole cover on it. She gets up, in the dark, and staggers off toward the bathroom door, feeling her way with her arms, her eyes not adjusted to the dark. She steps through the door. INT. PANIC ROOM NIGHT She walks into the bathroom and feels around for a light switch, but can't find it. She blinks, squints, tries to ",thriller
42," is everything he owns in the world. The locker is packed with stuff. We SEE the house nearing completion. Two men with clipboards walk around, checking final details. They go up to the attic. Everything looks fine. They go back down, closing the attic stairway door. We SEE the Hider at a booth in a coffee shop, sketching a diagram in a notebook while he eats. We SEE the house is done. And here the MAIN TITLES PAUSE. Because we are almost at the end of our set up now. Just one more important job to be taken care of. EXT. THE HOUSE DAY It's RAINING. The house is all finished. There are no more trucks parked on the street. No more rubble in the driveway. Nothing abnormal to set the house apart from any others on the street. The house is still and peaceful in the rain and part of the neighborhood. EXT. BACKYARD The swimming pool has now been filled with water. And RAINDROPS pound into it. INT. THE HOUSE The rooms are stark and empty. White walls. Shiny wood floors. Light reflected off the",thriller
43,"E POINTS and, after only a few seconds, subdues him. STARKS himself seems surprised that he knew how to use them. He lets out a suspended BREATH, instinctively touching his FOREHEAD to make sure he's not cut. He looks back at SALLY. SALLY Are you ok? STARKS Yeah, Why are you in this ward alone? Where is everyone? SALLY Defensively There's a state rep visiting so they've moved everyone around. But I've been alone before... STARKS Where are the other orderlies? SALLY In the therapy session downstairs. That's what the rep's sitting in on... STARKS Ok, listen. I want you to get out of here and lock the door behind you. I'll go get some doctors. SALLY looks at STARKS, wondering whether she can trust him. Her eyes shift to the BRUTE on the floor and she remembers that she can. INT. MAIN ROOM, WARD, ALPINE GROVE, DAY, 1992 The STATE REP 40s, disgruntled, even drowsy is recognizable among a group that includes the CHIEF OF STAFF Dr. Williams , BECKER, LORENSON and GRIES. They are presiding ove",drama
44,"lows is a BLUR of action happening so fast and furious we never get a true sense of what's happening. A flurry of violence and motion and images A snarling Borg face half human, half machine, a cybernetic nightmare. Strange, bio mechanical WEAPONS extruding from Borg bodies, RIPPING into human flesh. A crewmember PULLED into a bed of machinery. WORF Fire at will! But the Borg are already on top of them. It's a brutal fight in close quarters with no escape. Phasers and Borg lasers lighting up the corridor, bodies flying through the air... utter chaos and terror. The fight goes hand to hand and Worf sees that they don't have a chance... WORF throwing off a Borg Fall back! The team starts backpedaling, FIRING as they go...but the Borg are unstoppable now they put up personal force fields to protect themselves. WORF Go, go, GO! Worf pushes his men down the corridor. Everyone turns and RUNS like hell. Worf bends down and grabs a frightened Lieutenant by the collar, pulling him along. 94 VAR",thriller
45,"odd. DON'T TOUCH ME TODD You touched me! You touched me! Wendy sighs with amused compassion as Donald tries to turn the boy off. She pivots back to the block of sunbathers a water balloon whips past her right into the radio causing it to static. The sunbathers shriek. Wendy swerves to the sight of Wichita and the boys cackling away. Wendy doesn't know whether to shout in anger or amusement. A frog grib bits at her feet. She smiles. Wichita and the boys continue to whoop it up with intentional gold medal win exaggeration. Wendy, with the Sunbathing Girls as giggling chorus, rushes up and puts a frog down Wichita's trunks. Wendy races off. The boys Whoa! The girls Yes! Wichita wrenches the beast out with an impressed chuckle. He narrows his eyes to Wendy bounding like a doe into the woods, then slowly looks down to the frog. He breaks into a dash. EXT. THE FOREST DAY Wichita pants into the woods the crackling bramble at his feet and the croaking frog in his hand are the forest's only sou",comedy
46," back a moment, then goes to the stacks. THROUGH THE STACKS Gittes sees the Clerk turn to another, say something. The second clerk gets on the phone. Gittes watches a moment, then swiftly turns his attention to the stacks. He hauls down the northwest valley volume, opens it. It's huge and there's a lot to go through. The print itself makes him squint. INSERT PAGE Showing TRACT, LOT, PARCEL, even a METES AND BOUNDS designation where the description of the land parcel is long and hopelessly involved e.g. '6000 paces to Rio Seco, thence 7000 paces to Loma Linda, etc.' These descriptions are old and faded. In the owners' column, however there are numerous freshly typed names pasted over the prior owners. GITTES Hauls the huge volume back to the Clerk's desk. GITTES to Clerk Say... uh... sonny. The Clerk turns sharply around. GITTES How come all these new names are pasted into the plat book? CLERK Land sales out of escrow are always recorded within the week. Gittes looks a little surprised.",drama
47,"n this table, boys. The two boys lift the basket up on the table. She looks through the clothes for a moment. MRS. BOATWRIGHT You tell Rebecca ain't a Chinaman in all this world can beat her ironing. She reaches into her pocket and pulls out some change, picks out some and passes it on to DAVID. MRS. BOATWRIGHT This is for your mama's work, and here's something for the three of you. DAVID LEE Thank you, Miss Boatwright. JOSIE MAE EARL Thank you, Miss Boatwright. MRS. BOATWRIGHT Oh, by the way, David, I have the book I promised you. She moves for another room as the children all look to each other she returns immediately with the book, and hands it to DAVID LEE MRS. BOATWRIGHT It's about the Three Musketeers. DAVID LEE Thank you, Miss Boatwright. MRS. BOATWRIGHT When you read it we'll talk about it... DAVID LEE Yes mam... We gotta go, Miss Boatwright.. . MRS. BOATWRIGHT Tell Rebecca I said 'hi', now... The children turn and walk out of the back door EXT. OUTSIDE MRS. BOATWRIGHT'S BACK D",drama
48,"nd how you killed about as many people as the other clerk typists in your outfit, no more, no less... BERNIE Three weeks, Ev. I didn't tell him I killed anybody... EVELYN Maybe not,... but you let him believe it! And then I gotta explain about the homeless... BERNIE The homeless! EVELYN How not all of them own apartment complexes, how not all of them play the stock market, how not all of them rent babies when they're panhandling. He's ten years old, Bernie! Impressionable! ANGLE ON JOEY Watching from the staircase. ANGLE ON BERNIE AND EVELYN BERNIE Listen, it's important, Ev, I gotta see him, I got my reasons, very goddamn important... EVELYN Use the phone, Bernie, call him tomorrow, he'd like to hear from you. Where's your other shoe? Never mind! I don't want to know. Some fantastic adventure, right? Something really crazy. BERNIE I was giving him some advice is all. Preparing him for life. You don't want him to grow up soft, Ev , it's tough out there, it's a goddamn jungle. EVELYN fi",drama
49," feet and raise their arms in surrender. INDY to Henry Dad, come on. Get to your feet. ELSA Steps forward and picks up the Grail. She turns to Indy, her face alight with possession of the Grail. ELSA We have got it. Come on. Elsa steps onto the edge of the Great Seal. INDY Elsa! Elsa, don't move! ELSA It's ours, Indy. Yours and mine. INDY Elsa, don't cross the Seal. The Knight warned us not to take the Grail from here. A RUMBLING SOUND IS HEARD and the ground roars and shifts. Dirt falls from the ceiling of the cavern. Elsa falls on the Great Seal. The Grail bounces away from her grasp. She reaches for it and the ground beneath her begins to SPLIT OPEN. Elsa slips into the crevasse. She screams. Elsa is hanging perilously in the abyss, with the Grail almost within her reach. As her hands lose their grip, Indy just manages to grab one of them, he himself sliding forward across the slanted floor. HENRY Junior! Junior! With her free hand, Elsa is trying to get the Grail. Indy can't save h",thriller
50,"hat happened. VIVIAN Stuckey! He wants an appointment with me after you leave. You my pimp now or did he think that up on his own? Edward looks guiltily away. EDWARD What was I supposed to do? a beat I told the truth. Why should the truth upset you? It's not as if you're from a convent. VIVIAN I want my fucking money. I'm getting out of here. I don't want anything more to do with you. EDWARD Can we talk about this? Can you just try to calm down? VIVIAN Your goddamned friend, he thinks the only reason I'm with you is for the money. A tear falls from Vivian's eyes. VIVIAN defiantly Well, it's true. Just pay me what you owe me and I'm gone. EDWARD Vivian... VIVIAN Pay me! Before I pick up this chair and smash your face in. EDWARD Fine. I'm only here a couple of more days and I'm not going to spend them fighting with you. VIVIAN Fuck off. EDWARD I'll call you a cab. If you want the clothes, pack them up. Vivian stands quietly for a moment. And then she turns and walks into the bedroom. INT",comedy
